,job_id,company_id,Job_title,work_type,applies,remote_allowed,application_type,experience_level
5907,3757470536,7952659.0,"Engineering Manager, State Estimation (R2367)",Full-time,,,OffsiteApply,Mid-Senior level
5908,3757470529,9561.0,Sr. Hospital Marketing Manager US Hospital Marketing,Full-time,13.0,1.0,OffsiteApply,Mid-Senior level
5909,3757470526,3697729.0,Crime Prevention Specialist,Full-time,,,ComplexOnsiteApply,
5910,3757470515,760983.0,Dialysis Patient Care Technician,Full-time,,,OffsiteApply,Entry level
5911,3757470504,68894577.0,General Accountant,Full-time,2.0,,ComplexOnsiteApply,
5912,3757470498,7603371.0,"Sr. Scientist, Drug Product Development SME",Full-time,,,OffsiteApply,Mid-Senior level
5913,3757470495,232557.0,System Analyst,Full-time,10.0,,ComplexOnsiteApply,
5914,3757470479,1279359.0,Quality Engineer - Automotive,Contract,2.0,,ComplexOnsiteApply,Mid-Senior level
5915,3757470473,18583501.0,Mid/Senior ML Engineer,Full-time,10.0,,ComplexOnsiteApply,
5916,3757470456,3608418.0,Manager of Purchasing and Contract Management,Full-time,2.0,,OffsiteApply,Mid-Senior level
5917,3757470455,8792.0,Warehouse Specialist,Full-time,,,OffsiteApply,Entry level
5918,3757470454,91558802.0,Sales Development Representative,Internship,13.0,1.0,ComplexOnsiteApply,
5919,3757470452,1041095.0,Audiologist or Hearing Instrument Specialist,Full-time,,,ComplexOnsiteApply,
5920,3757470425,51659334.0,Amazon Web Services (AWS) Tools Subject Matter Expert,Full-time,2.0,1.0,ComplexOnsiteApply,
5921,3757470377,37005917.0,"Director of Product, Growth",Full-time,4.0,,OffsiteApply,Director
5922,3757470373,702244.0,Director of Regulatory Affairs,Full-time,70.0,1.0,ComplexOnsiteApply,
5923,3757470319,2394652.0,Administrative Assistant,Full-time,2.0,,OffsiteApply,
5924,3757470305,7318585.0,Program Assistant/Deputy Clerk,Full-time,2.0,,OffsiteApply,
5925,3757470304,766876.0,"Remediation Project Manager, Account Coordination",Contract,2.0,1.0,ComplexOnsiteApply,Associate
5926,3757470293,11056.0,Quality Engineer,Full-time,2.0,,ComplexOnsiteApply,Mid-Senior level
5927,3757470290,166587.0,RN Clinical Nurse II-OR - Endoscopy,Full-time,1.0,,OffsiteApply,Mid-Senior level
5928,3757470286,4292.0,Web Application Developer,Full-time,24.0,,OffsiteApply,
5929,3757470260,590131.0,Land Development Team Lead,Full-time,,,OffsiteApply,Mid-Senior level
5930,3757470244,37809704.0,Assistant Director of Housekeeping and Laundry,Full-time,9.0,1.0,ComplexOnsiteApply,
5931,3757470224,31065.0,Trade Foreman 2 (Union),Full-time,,,OffsiteApply,Associate
5932,3757470208,11169192.0,Full Stack Senior Developer - JAVA,Full-time,3.0,,SimpleOnsiteApply,
5933,3757470197,18249313.0,RVP Enterprise Sales,Full-time,13.0,1.0,OffsiteApply,Executive
5934,3757470188,357168.0,Patient Care Tech - ICU - Per Diem,Part-time,,,SimpleOnsiteApply,Entry level
5935,3757470184,27139071.0,Registered Veterinary Technicians,Full-time,,,OffsiteApply,Entry level
5936,3757470169,3028.0,Administrative Officer,Full-time,,,OffsiteApply,
5937,3757470153,777243.0,Senior Project Accountant,Full-time,1.0,,SimpleOnsiteApply,Mid-Senior level
5938,3757470139,11948.0,Professional Liability Defense Associate Attorney,Full-time,,,SimpleOnsiteApply,Entry level
5939,3757470134,201351.0,UI Frontend Developer - Senior,Full-time,7.0,,OffsiteApply,Entry level
5940,3757470128,71228931.0,On Air Talent,Full-time,2.0,,OffsiteApply,Mid-Senior level
5941,3757470121,3477522.0,Inbound Sales Development Representative,Full-time,1.0,,OffsiteApply,Associate
5942,3757470120,107699.0,Produce Buyer,Full-time,1.0,,OffsiteApply,Mid-Senior level
5943,3757470111,12957244.0,Accounts Payable Specialist,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5944,3757470108,3356865.0,Financials Budget Analyst,Contract,1.0,,SimpleOnsiteApply,
5945,3757470080,21890.0,RSO Forklift Operator,Full-time,1.0,,OffsiteApply,Entry level
5946,3757470075,42906.0,Shelter Support Specialist,Full-time,,,OffsiteApply,Entry level
5947,3757470066,2491610.0,Operations Manager,Full-time,,,OffsiteApply,Mid-Senior level
5948,3757470049,3223482.0,Summer 2024 Sales Executive Intern,Internship,,,OffsiteApply,Associate
5949,3757470041,467792.0,Marketing & Communications Coordinator,Full-time,15.0,,ComplexOnsiteApply,Entry level
5950,3757470025,11022681.0,Magnet Program Coordinator,Full-time,,,OffsiteApply,Entry level
5951,3757470018,888619.0,Outbound Supervisor,Full-time,,,ComplexOnsiteApply,
5952,3757470011,34288457.0,Senior Graphic Designer,Full-time,53.0,1.0,SimpleOnsiteApply,
5953,3757470009,97191599.0,Inventory Supervisor,Full-time,3.0,,ComplexOnsiteApply,Mid-Senior level
5954,3757470006,86749450.0,Director of Business Services,Full-time,4.0,,ComplexOnsiteApply,
5955,3757470005,40846996.0,Outside Sales Representative,Full-time,,,ComplexOnsiteApply,
5956,3757470004,11056.0,Operating Room Nurse,Contract,,,ComplexOnsiteApply,Associate
5957,3757470003,777243.0,Medicare Pricing Analyst,Full-time,11.0,1.0,ComplexOnsiteApply,Associate
5958,3757469992,157239.0,Volunteer: Broome County: Help your local community during a disaster in a time of greatest need,Volunteer,,,OffsiteApply,Associate
5959,3757469974,95073063.0,Human Resources Specialist,Full-time,,1.0,ComplexOnsiteApply,
5960,3757469959,3743186.0,"Development Engineer,Mechatronics",Full-time,,,OffsiteApply,Entry level
5961,3757469956,3762280.0,Service Technician,Full-time,,,OffsiteApply,Entry level
5962,3757469949,3178.0,"Sr. Project Manager, PDS Projects",Full-time,,,OffsiteApply,Mid-Senior level
5963,3757469929,6738.0,Resource Pool Clinical Associate,Part-time,,,OffsiteApply,Entry level
5964,3757469922,937092.0,Volunteer: Tutor ESL to Low-Income Youth!,Volunteer,,,OffsiteApply,Associate
5965,3757469864,316322.0,Construction Superintendent,Full-time,7.0,,SimpleOnsiteApply,Mid-Senior level
5966,3757469655,51865.0,Billing Coordinator,Full-time,,,OffsiteApply,
5967,3757469646,163263.0,"Media Supervisor, OOH/Print",Full-time,,,OffsiteApply,
5968,3757469592,79369032.0,Senior Java Javaee Developer,Contract,30.0,,OffsiteApply,Mid-Senior level
5969,3757469560,394497.0,Material Handler I,Full-time,,,OffsiteApply,Entry level
5970,3757469541,2875.0,Business Analyst,Contract,15.0,,ComplexOnsiteApply,Mid-Senior level
5971,3757469522,33190802.0,"General Manager, Ski Shores Cafe",Full-time,,,OffsiteApply,
5972,3757469515,15862365.0,Property Accountant - Global Asset Management Firm,Full-time,,,ComplexOnsiteApply,Associate
5973,3757469512,1551641.0,Applications Analyst ,Full-time,29.0,1.0,ComplexOnsiteApply,Mid-Senior level
5974,3757469510,1650455.0,"ClearCorrect Territory Manager, Kansas City/ St. Louis",Part-time,,,OffsiteApply,Mid-Senior level
5975,3757469479,15228.0,Application Support,Contract,3.0,,ComplexOnsiteApply,Mid-Senior level
5976,3757469468,19409.0,Retail Buying Intern,Full-time,5.0,,OffsiteApply,Internship
5977,3757469465,29231.0,"Family Support Court Liaison (Prevention) Social Worker - Tiered Sign-On Bonus Up To $5,000",Full-time,1.0,,OffsiteApply,Entry level
5978,3757469448,2300.0,"Manager, Sales and Customer Service",Full-time,,,OffsiteApply,
5979,3757469445,2855513.0,Business Development Manager,Full-time,1.0,1.0,ComplexOnsiteApply,Associate
5980,3757469385,66270.0,Bar Operations Manager,Full-time,3.0,,ComplexOnsiteApply,Mid-Senior level
5981,3757469381,14796450.0,PLC Technician,Full-time,1.0,,ComplexOnsiteApply,Entry level
5982,3757469375,931863.0,Benefits Administrator | Temporary,Full-time,,,ComplexOnsiteApply,Associate
5983,3757469365,80847793.0,HR Payroll Specialist,Full-time,65.0,1.0,ComplexOnsiteApply,Associate
5984,3757469362,1036072.0,Online Learning Specialist,Full-time,,,ComplexOnsiteApply,
5985,3757469351,688958.0,Fiscal Management Specialist 1,Full-time,2.0,,OffsiteApply,Mid-Senior level
5986,3757469322,14580505.0,Sales Associate,Full-time,,,OffsiteApply,
5987,3757469321,71070.0,Accountant,Contract,3.0,,ComplexOnsiteApply,Associate
5988,3757469314,232381.0,Full Time Sales Lead - Northshore Mall,Full-time,,,OffsiteApply,
5989,3757469294,821656.0,Accounts Payable Specialist,Part-time,313.0,1.0,ComplexOnsiteApply,Mid-Senior level
5990,3757469290,345295.0,Store Manager,Full-time,2.0,,OffsiteApply,Mid-Senior level
5991,3757469288,27139071.0,Veterinary Assistant,Full-time,,,OffsiteApply,Entry level
5992,3757469277,4529.0,Registered Nurse (RN) PRN 1 Stroke/Neurosurgery Night,Full-time,,,OffsiteApply,
5993,3757469258,85153.0,Part Time Temporary Administrative Assistant (12 hours/wk),Temporary,,,OffsiteApply,Associate
5994,3757469257,85153.0,Temporary HR Generalist,Temporary,,,OffsiteApply,Associate
5995,3757469241,14796450.0,Maintenance Electrician,Full-time,1.0,,OffsiteApply,Associate
5996,3757469209,14392471.0,RPA Developer,Full-time,,1.0,ComplexOnsiteApply,
5997,3757469205,165586.0,Engineer Nuclear,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5998,3757469191,33242739.0,Attorney/Lawyer,Full-time,1.0,,SimpleOnsiteApply,Associate
5999,3757469156,1020987.0,iOS Engineering Lead -A5347,Full-time,1.0,,OffsiteApply,Mid-Senior level
6000,3757469153,44960.0,Operator,Full-time,,,OffsiteApply,Entry level
6001,3757469150,44315.0,Senior Corporate Accountant,Full-time,,1.0,ComplexOnsiteApply,Associate
6002,3757469105,5327.0,Professional Staff Assistant 2,Full-time,,,OffsiteApply,
6003,3757469090,3140.0,Marketing Integration Director (Hybrid – 3 Days in Office – VA),Full-time,1.0,,OffsiteApply,Director
6004,3757469088,3140.0,Content Marketing Professional (Hybrid – 3 Days in Office – VA),Full-time,2.0,,OffsiteApply,Associate
6005,3757469063,14379449.0,Quality Engineer - Medical Devices ,Contract,18.0,,ComplexOnsiteApply,Mid-Senior level
6006,3757469054,68360.0,Assistant Designer,Full-time,7.0,,ComplexOnsiteApply,Entry level
6007,3757469051,1052.0,Sales Executive Mobility,Full-time,,,OffsiteApply,Associate
6008,3757469030,8965431.0,Operations Assistant,Full-time,6.0,,ComplexOnsiteApply,
6009,3757469028,67991070.0,Data Analyst,Full-time,157.0,,OffsiteApply,Mid-Senior level
6010,3757469023,16198010.0,"Next Generation Data Analyst (On-site, NYC)",Full-time,23.0,,ComplexOnsiteApply,Mid-Senior level
6011,3757469017,11056.0,Senior Lead Piping Designer/Coordinator ,Contract,10.0,,ComplexOnsiteApply,Mid-Senior level
6012,3757469016,2396310.0,Maintenance Electrician,Full-time,,,OffsiteApply,
6013,3757469014,3651186.0,Project Designer (Art Consulting),Full-time,19.0,,ComplexOnsiteApply,
6014,3757469012,8103.0,"Senior Accountant, Financial Analysis and Reporting",Full-time,5.0,,OffsiteApply,Mid-Senior level
6015,3757469009,77034372.0,Lead Appian Developer,Contract,1.0,1.0,ComplexOnsiteApply,Mid-Senior level
6016,3757469006,35505451.0,Automotive Mobile Diagnostic Technician,Full-time,,,OffsiteApply,Entry level
6018,3757468989,931863.0,Membership Sales Director,Full-time,1.0,,ComplexOnsiteApply,Director
6019,3757468987,1739031.0,Solutions Architect,Full-time,8.0,,ComplexOnsiteApply,Mid-Senior level
6020,3757468978,3374367.0,Volunteer: Anderson Delivery Driver,Volunteer,,,OffsiteApply,Associate
6021,3757468975,298409.0,Low-voltage Sales Consultant ,Full-time,1.0,,ComplexOnsiteApply,Mid-Senior level
6022,3757468973,6738.0,Patient Access Specialist,Part-time,,,OffsiteApply,Entry level
6023,3757468972,6738.0,Centralized Scheduler,Full-time,,,OffsiteApply,Entry level
6024,3757468969,76638389.0,Treasury Analyst,Full-time,3.0,,OffsiteApply,Associate
6025,3757468965,6044.0, Information Lifecycle Analyst,Contract,2.0,,ComplexOnsiteApply,Associate
6026,3757468964,5403271.0,Sales/Demand Planner,Full-time,9.0,,ComplexOnsiteApply,Mid-Senior level
6030,3757468704,316602.0,"Volunteer: CRITICAL NEED-Help Your Community, Join the Red Cross!- Malone, NY",Volunteer,,,OffsiteApply,Associate
6031,3757468650,18434905.0,"Art Director, Social & Digital Media",Full-time,12.0,,OffsiteApply,Director
6032,3757468644,73867898.0,Aircraft Maintenance Technician,Full-time,4.0,,ComplexOnsiteApply,
6033,3757468640,4836197.0,SAP- FICO Business/Systems Analyst ,Contract,5.0,,ComplexOnsiteApply,Mid-Senior level
6034,3757468632,3683648.0,Resident Care Manager - RN LTC Nurse,Full-time,,,ComplexOnsiteApply,
6035,3757468625,26315.0,Assistant Store Manager - Spencer's,Full-time,,,OffsiteApply,Mid-Senior level
6036,3757468621,1929.0,"Regional Human Resources Manager (Nashville, TN)",Full-time,11.0,,ComplexOnsiteApply,Mid-Senior level
6037,3757468620,80298050.0,Registered Nurse (RN),Full-time,,,OffsiteApply,
6038,3757468607,42747663.0,Area Sales Manager,Full-time,6.0,1.0,OffsiteApply,
6039,3757468606,394497.0,Lab Technician I - DNA Extraction (Night Shift),Full-time,2.0,,OffsiteApply,Entry level
6040,3757468604,48257.0,Audio-Visual Lead Technician,Full-time,2.0,,SimpleOnsiteApply,Associate
6041,3757468594,88652973.0,Accountant,Part-time,18.0,1.0,ComplexOnsiteApply,Associate
6042,3757468588,9561.0,Data Scientist Intern,Full-time,11.0,,OffsiteApply,Internship
6043,3757468587,70874158.0,Employee Relations Specialist,Contract,4.0,,ComplexOnsiteApply,Associate
6044,3757468572,2192716.0,Technical Support Analyst,Contract,3.0,,ComplexOnsiteApply,
6045,3757468559,29810.0,Accounting Section Director,Full-time,,,OffsiteApply,Director
6046,3757468558,14622943.0,Customer Support&Service Director,Full-time,26.0,,ComplexOnsiteApply,Mid-Senior level
6047,3757468556,11056.0,Sr. Systems Engineer,Full-time,4.0,,ComplexOnsiteApply,Mid-Senior level
6048,3757468541,19409.0,"Women’s Design Intern, Design Projects Team",Full-time,7.0,,OffsiteApply,Internship
6049,3757468511,69033319.0,Call Center Sales Trainer,Full-time,1.0,,ComplexOnsiteApply,Associate
6050,3757468498,18506580.0,Registered Nurse (RN) - OR - Operating Room - $30-44 per hour - 23040506,Full-time,,,OffsiteApply,
6051,3757468494,8792.0,Insulation Installer,Full-time,,,OffsiteApply,Entry level
6052,3757468437,1215629.0,Senior Corporate Accountant,Full-time,7.0,,ComplexOnsiteApply,Mid-Senior level
6053,3757468423,163547.0,Compensation Analyst,Full-time,2.0,,OffsiteApply,Mid-Senior level
6054,3757468386,9499.0,Beauty Advisor - Full Time,Full-time,,,OffsiteApply,Mid-Senior level
6055,3757468353,11056.0,Information Technology Support Specialist,Full-time,19.0,,ComplexOnsiteApply,Mid-Senior level
6056,3757468349,1901416.0,Senior Accountant - Private Equity,Full-time,55.0,1.0,ComplexOnsiteApply,Mid-Senior level
6057,3757468347,466640.0,Client Delivery Senior Manager,Full-time,15.0,,ComplexOnsiteApply,Mid-Senior level
6058,3757468339,4529.0,Staff Registered Nurse-Neurosurgery (Willowbrook),Full-time,,,OffsiteApply,
6059,3757468331,232381.0,Full Time Sales Lead - Holyoke Mall at Ingleside,Full-time,,,OffsiteApply,
6060,3757468318,10872134.0,Trial Attorney/Trial Lawyer,Full-time,,,SimpleOnsiteApply,Mid-Senior level
6061,3757468306,3683648.0,Nursing Home Administrator,Full-time,4.0,,ComplexOnsiteApply,
6062,3757468300,86804955.0,Social Media Manager,Full-time,,1.0,OffsiteApply,
6063,3757468284,16219115.0,Maintenance Technician - Kitchen Specialist,Full-time,1.0,,OffsiteApply,Entry level
6064,3757468265,7929696.0,Assistant Restaurant Manager,Full-time,,,ComplexOnsiteApply,
6065,3757468257,48171.0,"Director, Assistant Controller",Full-time,1.0,,OffsiteApply,Director
6066,3757468244,3029.0,"Operating Room Support Assistant, Per Diem",Full-time,4.0,,OffsiteApply,
6067,3757468236,71228931.0,Digital Campaign Manager,Full-time,2.0,,OffsiteApply,Mid-Senior level
6068,3757468209,21784.0,Identity and Collaboration Engineer / Admin.,Contract,6.0,1.0,ComplexOnsiteApply,Mid-Senior level
6069,3757468200,35088.0,FIAR Senior Consultant,Full-time,,1.0,OffsiteApply,Mid-Senior level
6070,3757468186,3031290.0,SAP PLM with MDM,Contract,,,ComplexOnsiteApply,
6071,3757468151,3477522.0,Distributed Data Systems - Software Engineer,Full-time,36.0,,OffsiteApply,Mid-Senior level
6072,3757468149,3477522.0,Distributed Data Systems - Software Engineer,Full-time,34.0,1.0,OffsiteApply,Mid-Senior level
6073,3757468095,5327.0,Program Manager 5,Full-time,1.0,,OffsiteApply,
6074,3757468093,1199482.0,Java Software Engineer,Full-time,29.0,,ComplexOnsiteApply,Mid-Senior level
6075,3757468088,2300.0,"Manager, Sales and Customer Service",Full-time,1.0,,OffsiteApply,
6076,3757468087,963739.0,Regulatory Analyst,Contract,1.0,,ComplexOnsiteApply,Mid-Senior level
6078,3757468073,41255.0,Accountant,Full-time,1.0,,ComplexOnsiteApply,Associate
6079,3757468053,3138087.0,Field Service Technician,Full-time,,,ComplexOnsiteApply,Associate
6080,3757468052,45708.0,"Manager, FP&A - RevGen",Full-time,3.0,,OffsiteApply,Mid-Senior level
6081,3757468045,7929696.0,Assistant Restaurant Manager,Full-time,,,ComplexOnsiteApply,
6082,3757468040,163901.0,Marketing and Business Development Specialist,Full-time,1.0,,OffsiteApply,Entry level
6083,3757468038,28595302.0,Automotive Master Technician / Mechanic,Full-time,,,OffsiteApply,Entry level
6084,3757468028,134924.0,Warehouse Associate/Driver,Full-time,,,SimpleOnsiteApply,Associate
6085,3757468021,7929696.0,Assistant Restaurant Manager,Full-time,,,ComplexOnsiteApply,
6086,3757468020,162929.0,"Inventory Taker - Davenport, IA",Part-time,,1.0,OffsiteApply,Entry level
6087,3757468012,777243.0,Medicare Pricing Analyst,Full-time,12.0,1.0,ComplexOnsiteApply,Associate
6088,3757468011,2913349.0,Operations Controller #21563,Full-time,6.0,,ComplexOnsiteApply,Mid-Senior level
6089,3757468009,4805121.0,Home Health Nurse (RN or LPN),Full-time,,,ComplexOnsiteApply,
6090,3757468002,756621.0,Warehouse Associate,Full-time,1.0,,OffsiteApply,Entry level
6091,3757467987,95073063.0,Administrative Assistant,Full-time,,1.0,ComplexOnsiteApply,
6092,3757467980,260781.0,Senior Manager Water Operations,Full-time,2.0,,ComplexOnsiteApply,Director
6093,3757467877,86971.0,Training & Technical Assistance Specialist I,Full-time,10.0,1.0,ComplexOnsiteApply,Internship
6094,3757467819,316602.0,Volunteer: Urgent Disaster Volunteer Position Available - Tupper Lake NY - Are you up for the challenge?,Volunteer,,,OffsiteApply,Associate
6095,3757467811,104606.0,Director Human Resources,Full-time,,,OffsiteApply,Director
6096,3757467705,10346153.0,Trading IT Business Analyst,Full-time,4.0,,OffsiteApply,Mid-Senior level
6097,3757467648,25773.0,Business Development Manager,Full-time,10.0,1.0,ComplexOnsiteApply,Mid-Senior level
6098,3757467606,10980260.0,Sr Eng II - Sr Piping Designer II,Contract,,,ComplexOnsiteApply,
6099,3757467595,163828.0,SBA Loan Officer,Full-time,,1.0,OffsiteApply,
6100,3757467594,2664556.0,RN - Emergency Room,Full-time,,,OffsiteApply,Mid-Senior level
6101,3757467583,18084347.0,Vice President of Sales,Full-time,,,ComplexOnsiteApply,Director
6102,3757467570,13151.0,Executive Assistant,Full-time,7.0,,OffsiteApply,Mid-Senior level
